-0.9800509209,-0.0871474298
-0.9800509209,-0.0871474298
-0.9800509209,-0.0871474298
-0.9800509209,-0.0871474298
-0.9800509209,-0.0871474298
-0.9800509209,-0.0871474298
-0.9800509209,-0.0871474298
-0.9800509209,-0.0871474298
-0.9800509209,-0.0871474298
-0.9800509209,-0.0871474298
-0.9798322793,-0.0869386661
-0.9798322793,-0.0869386661
-0.9798322793,-0.0869386661
-0.9798322793,-0.0869386661
-0.9798322793,-0.0869386661
-0.9798322793,-0.0869386661
-0.9798322793,-0.0869386661
-0.9798322793,-0.0869386661
-0.9798322793,-0.0869386661
-0.9798322793,-0.0869386661
-0.9789266717,-0.0866788792
-0.9789266717,-0.0866788792
-0.9789266717,-0.0866788792
-0.9789266717,-0.0866788792
-0.9789266717,-0.0866788792
-0.9789266717,-0.0866788792
-0.9789266717,-0.0866788792
-0.9789266717,-0.0866788792
-0.9789266717,-0.0866788792
-0.9791743218,-0.0870000892
-0.9791743218,-0.0870000892
-0.9791743218,-0.0870000892
-0.9791743218,-0.0870000892
-0.9791743218,-0.0870000892
-0.9791743218,-0.0870000892
-0.9791743218,-0.0870000892
-0.9791743218,-0.0870000892
-0.9791743218,-0.0870000892
-0.9791743218,-0.0870000892
-0.9798049145,-0.0869965218
-0.9798049145,-0.0869965218
-0.9798049145,-0.0869965218
-0.9798049145,-0.0869965218
-0.9798049145,-0.0869965218
-0.9798049145,-0.0869965218
-0.9798049145,-0.0869965218
-0.9798049145,-0.0869965218
-0.9798049145,-0.0869965218
-0.9798049145,-0.0869965218
-0.9787385806,-0.0869245997
-0.9787385806,-0.0869245997
-0.9787385806,-0.0869245997
-0.9787385806,-0.0869245997
-0.9787385806,-0.0869245997
-0.9787385806,-0.0869245997
-0.9787385806,-0.0869245997
-0.9787385806,-0.0869245997
-0.9787385806,-0.0869245997
-0.9813745779,-0.0870487124
-0.9813745779,-0.0870487124
-0.9813745779,-0.0870487124
-0.9813745779,-0.0870487124
-0.9813745779,-0.0870487124
-0.9813745779,-0.0870487124
-0.9813745779,-0.0870487124
-0.9813745779,-0.0870487124
-0.9813745779,-0.0870487124
-0.9813745779,-0.0870487124
-0.9790822047,-0.0863811806
-0.9790822047,-0.0863811806
-0.9790822047,-0.0863811806
-0.9790822047,-0.0863811806
-0.9790822047,-0.0863811806
-0.9790822047,-0.0863811806
-0.9790822047,-0.0863811806
-0.9790822047,-0.0863811806
-0.9790822047,-0.0863811806
-0.9790822047,-0.0863811806
-0.9806937838,-0.0869451857
-0.9806937838,-0.0869451857
-0.9806937838,-0.0869451857
-0.9806937838,-0.0869451857
-0.9806937838,-0.0869451857
-0.9806937838,-0.0869451857
-0.9806937838,-0.0869451857
-0.9806937838,-0.0869451857
-0.9806937838,-0.0869451857
-0.9806937838,-0.0869451857
-0.979556231,-0.086840734
-0.979556231,-0.086840734
